user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Dr. John Whyte,"Washington, DC","Physician, Author, Chief Medical Officer @WebMD I am passionate about changing how we think about #Health. Views my own.",2015-02-15 16:51:51,51746,8764,11519,True,2020-09-10 22:10:37,Let's Celebrate COVID Vaccine Development Rather Than Criticize It https://t.co/2SwVuvVCP6 via @medscape #CovidVaccine,['CovidVaccine'],Twitter for iPhone,False
Engin Dikmen #MaskesizÇıkma,Turkey / İstanbul,Founder EDS Bilisim #Marketing #DigitalInfluencer #SocialMedia #ClimateChange #SMM #ElectricVehicle #Mobile #Application https://t.co/pUx4MaDboi,2009-11-15 23:21:06,14330,8137,193267,False,2020-09-10 22:00:54,"How Close is The World To A Coronavirus Vaccine?
#Coronavirus #CoronavirusVaccine #vaccine #covidvaccine https://t.co/EhHgwIaJSU","['Coronavirus', 'CoronavirusVaccine', 'vaccine', 'covidvaccine']",Hootsuite Inc.,False
EDS BİLİŞİM,"İstanbul, Türkiye","#DigitalPublishing, #InteractiveChildrenBook, #MobileApplication, #MobileWebSite #Sosyalmedya #mobiluygulama #websitesi #sosyalmedyayönetimi #ÇocukKitabı #mobil",2015-04-22 20:58:04,754,749,2152,False,2020-09-10 22:00:54,"How Close is The World To A Coronavirus Vaccine?
#Coronavirus #CoronavirusVaccine #vaccine #covidvaccine https://t.co/2s3s4S2KVk","['Coronavirus', 'CoronavirusVaccine', 'vaccine', 'covidvaccine']",Hootsuite Inc.,False
Robert LaBarre,,Lifelong Star Wars and Disney fan.,2009-12-10 17:38:46,12,20,82,False,2020-09-10 21:43:24,Let’s be clear...#BigPharma doesn’t want/care about a #COVIDVaccine anytime soon. It’s because @realDonaldTrump got… https://t.co/2b56SbaW9h,"['BigPharma', 'COVIDVaccine']",Twitter for iPhone,False
First Databank,"South San Francisco, CA","FDB, part of the Hearst Health network, is the leading provider of drug and medical device knowledge that helps healthcare professionals make precise decisions.",2012-07-20 16:59:42,1342,1011,1160,False,2020-09-10 21:43:01,“There is a tremendous amount of work to be done to be prepared for this #VaccinationProgram &amp; it will not be compl… https://t.co/Yy8PuIoaQv,['VaccinationProgram'],Sprout Social,False
Junie Woonie, St Albans UK ,"Actress, Support Artist, Model, Radio Presenter, Fashion Designer, illustrator & Singer With Evil Barbie & The Ken Dolls! Evil Name Wicked Company #FagHag #Twin",2009-04-07 22:03:29,10399,3208,619338,False,2020-09-10 21:07:57,Important the link is here #CovidVaccine 👉 https://t.co/EboReP8Rh7 https://t.co/iuj6Lw437u,['CovidVaccine'],Twitter for Android,False
𝕿𝖍𝖔𝖒𝖆𝖘·王 🍁,"Vancouver 溫哥華, Canada 加拿大 🇨🇦","Newsaholic, atheist, and hashtag abuser with OCD. Most tweets are about #China #中國 #中国 🇨🇳 and some may shock and/or offend. Sorry, I can't always follow back.",2012-01-26 22:34:34,1394,654,347,False,2020-09-10 20:35:24,Here's the outlook for COVID-19 vaccines after one late-stage trial was suspended this week | CBC News… https://t.co/60hPi2KbRl,,Twitter Web App,False
𝕿𝖍𝖔𝖒𝖆𝖘·王 🍁,"Vancouver 溫哥華, Canada 加拿大 🇨🇦","Newsaholic, atheist, and hashtag abuser with OCD. Most tweets are about #China #中國 #中国 🇨🇳 and some may shock and/or offend. Sorry, I can't always follow back.",2012-01-26 22:34:34,1394,654,347,False,2020-09-10 20:34:47,"8,000 jumbo jets needed to transport COVID-19 vaccines around the world, says IATA https://t.co/feLigOFZhQ #COVIDVaccine #COVID19 #COVID_19","['COVIDVaccine', 'COVID19', 'COVID_19']",Twitter Web App,False
WhatKast,,"WhatKast is a light hearted podcast that discusses Conspiracy theories, the paranormal, cryptozoology and the unexplained https://t.co/KtPI0FFcj5",2020-05-06 17:50:50,330,391,545,False,2020-09-10 20:33:13,This weeks show concentrates on #socialmedia #censorship and #factchecking plus will you take the #CovidVaccine ? E… https://t.co/7TCwtT7i69,"['socialmedia', 'censorship', 'factchecking', 'CovidVaccine']",Twitter for iPhone,False
Marnie Riptide #BackDominic,"England, United Kingdom",#IStandWithBoris #PeoplesPrimeMinister #BackBoris,2018-10-14 11:32:12,2521,2097,69123,False,2020-09-10 20:29:37,"Covid vaccine volunteer is 'keen and eager' to have second dose
The media are determined to publicise this to do ou… https://t.co/eLfnSVR8dK",,Twitter for iPhone,False
🏴󠁧󠁢󠁷󠁬󠁳󠁿🏳️‍🌈🍁 Melissa Knive 🍁🏳️‍🌈🇳🇴,#GordDowniesCanada,"I am a very socially awkward person w disabilities - I will make bone head comments so if you don't have patience, please do us both a favour & don't follow me!",2009-04-17 01:37:27,2880,3246,22872,False,2020-09-10 20:22:34,Gah... there's a difference in being cautious and making sure a #Vaccine has been legitimately approved and being… https://t.co/9nfWo46vY4,['Vaccine'],Twitter for Android,False
André Santos,"East, England","Portuguese and European #FBPE. Charge Nurse - Trauma & Ortho, WSFT. RCN Steward. ESEL alumni. Music Lover. Sports Fan.",2011-07-06 17:50:17,246,781,1016,False,2020-09-10 20:18:04,"Really interested reading and many questions to ask about this

@theRCN and @RCNEastern
Can we have a position abou… https://t.co/bnwHdhUOBz",,Twitter for Android,False
Mohit Gulati 🔗💯/ 🇮🇳1st!,"Mumbai, India","#VentureCapital MD @ITIFund. Early backer of @grab_india @ecomexpress_OFc @InventoRobotics @hubhopper. #Macro watcher, #Dreamer, #COVIDAntibodies+ #PlasmaDonor",2009-07-16 18:54:49,4069,2140,414,False,2020-09-10 20:06:28,"#coronavirus : While US, India &amp; Brazil continue to add to their 4mn+; an interesting second wave seems to have hit… https://t.co/6ZdapBm5fY",['coronavirus'],Twitter for iPhone,False
Dipanwita Singha,India,"IOCL distributor @M/s Dipanwita Gas Service, Cooch Behar, West Bengal, India",2016-05-28 13:41:36,20,40,1137,False,2020-09-10 19:38:55,"Let’s hope for the best🙏🏻
#CoronavirusIndia #CoronavirusPandemic #COVID19 #CovidVaccine https://t.co/LUkERgq5P4","['CoronavirusIndia', 'CoronavirusPandemic', 'COVID19', 'CovidVaccine']",Twitter for iPhone,False
Joshua,,I’m a progressive and I support Joe Biden for president. 🇺🇸,2011-05-09 15:56:39,151,638,10930,False,2020-09-10 19:34:50,"After finding out that @realDonaldTrump lied about how dangerous the #COVID virus was &amp; still is, will you take the… https://t.co/VUbg8NsGmO",['COVID'],Twitter for iPhone,False
Ricki Lewis,"Glenville, New York","Geneticist, science writer, PLOS blogger. 11th edition Human Genetics txtbk 9/12. Author The Forever Fix: Gene Therapy and the Boy Who Saved It.",2009-06-27 01:38:49,1801,1869,23,False,2020-09-10 19:32:52,How the Various COVID Vaccines Work - DNA Science https://t.co/bMlGGoyJqj @PLOSBlogs #COVIDvaccine #Moderna #vaccinehesitancy,"['COVIDvaccine', 'Moderna', 'vaccinehesitancy']",Twitter Web App,False
Prof Peter Hotez MD PhD,"Montrose, Houston TX","Vaccine Scientist-Pediatrician-Author, Prof Dean @BCM_TropMed @TexasChildrens, Univ Prof @Baylor, Hagler Inst Advanced Study @TAMU, Founding Editor @PLOSNTDs",2012-05-29 00:46:55,92025,1782,17698,True,2020-09-10 19:31:21,Many thanks ⁦@AymanM⁩ hosting me on @MSNBC discussing my plea for Op Warp Speed + ⁦@US_FDA⁩ to launch a program of… https://t.co/7vMVC1GLQ8,,Twitter for iPhone,False
Headlands Research,Global,We are leading globally integrated clinical trial site organization with the mission of dramatically improving the #clinicaltrials process. #headlandsresearch,2019-10-09 21:51:44,51,121,430,False,2020-09-10 19:28:26,"While the Texas Rio Grande Valley's Latino community is disproportionately affected by #COVID19, we’re incredibly p… https://t.co/bDPiFDqthS",['COVID19'],Twitter for iPhone,False
Kate DeGeorge,"Charlottesville, VA","Family doc, med ed, clinical editor. Creator of “EvidentlyMD”, the app for EBM curricular augmentation. Finder and caller-outer of sneakiness in medical lit.",2014-04-10 11:11:08,98,213,248,False,2020-09-10 19:24:40,@NicoleJensenMD This provides such a great description of the vaccine process - 10/10 recommend!  #CovidVaccine… https://t.co/rLI780wJuR,['CovidVaccine'],Twitter for iPhone,False
Shivangi Gupta,,Freelancer. Blogger. Technical Content Writer.,2015-07-13 10:05:03,129,63,512,False,2020-09-10 19:17:25,"If the schools are closed for too long, the parents are gonna find a vaccine before the scientists.… https://t.co/NaTZWRErpL",,Twitter for Android,False
Miriam E. Tucker,Washington DC area,Writer/journalist specializing in medicine/health. Living with type 1 diabetes since 1973.,2009-03-30 21:26:36,9848,6479,8426,False,2020-09-10 19:00:36,I'm looking forward to this. #covid19 #CovidVaccine https://t.co/RB6sxwZOAn,"['covid19', 'CovidVaccine']",Twitter Web App,False
Zefreya,United States,#JoinTheAdventure with Pharaoh&Zefreya in PHARAOH The Anunnaki Return #AncientHumans #Anunnaki #AncientAliens #history #ruins EXPAND YOURSELF,2016-01-22 08:42:38,240,460,2792,False,2020-09-10 19:00:31,"@MrAnthonyRogers #TheRingmastersTale #CovidVaccine #poetry for #Futures of #humanity 
Please retweet https://t.co/kSDSP3xol3","['TheRingmastersTale', 'CovidVaccine', 'poetry', 'Futures', 'humanity']",Twitter for Android,False
POLiTIK HD,India,"The true real warriors are more 

heroic than the hype. 

Learn your past to live your present. 

Jai Hind. 

Follow me in youtube as https://t.co/GpBfftQdMc",2020-07-19 03:23:27,93,925,89,False,2020-09-10 18:52:40,"#COVID19India #CovidVaccine 
AstraZeneca CEO says COVID-19 vaccine may be ready by end of year.","['COVID19India', 'CovidVaccine']",Twitter for Android,False
Kate DeGeorge,"Charlottesville, VA","Family doc, med ed, clinical editor. Creator of “EvidentlyMD”, the app for EBM curricular augmentation. Finder and caller-outer of sneakiness in medical lit.",2014-04-10 11:11:08,98,213,248,False,2020-09-10 18:46:58,"Current UVA Faculty Dev fellow and EBM Focus contributor, Nicole Jensen, wrote this fantastic blog on all you need… https://t.co/E9Uwvxag2s",,Twitter for iPhone,False
Mike Romasanta,"Elmwood Park, IL","S.M.N.R on Spotify 🤙 
@GrandstaffChi
Trader 👇
https://t.co/icJG1YJgIk
Drummer 🥁 @ATGBMusic
Psychology major
🎸🍪🎹🎛️🎧🎵🎶",2009-04-22 07:25:31,387,699,1086,False,2020-09-10 18:37:13,"#Market opens higher in the morning, total blue balls and slips an hour before close. Suspect it's because of stimu… https://t.co/cXKX62YJVu",['Market'],Twitter for Android,False
drdarria,"Atlanta, GA","ER doctor; Expert @CNN @DrOz @NBC @Fox; bestselling author, TedX: to end *Crazy Busy*;     **Science+Sanity- Not Soundbites** FB/IG @DrDarria",2011-12-20 20:09:13,3040,1338,460,False,2020-09-10 18:37:04,"One of the #COVIDvaccine frontrunners, AstraZeneca + Oxford have temporarily paused their trial due to a study part… https://t.co/UgCZzSBbN1",['COVIDvaccine'],Sendible,False
Jason Yun,"Columbus, OH",I help people get healthy & look better naked with group fitness and #yoga in #hilliard & #columbus. We're also online now baby! http://t.co/30XYPIV0S6,2008-08-16 02:45:39,2623,2302,135,False,2020-09-10 18:33:44,#CovidVaccine will never work. ANd has never worked in the past. #VaccineSafety https://t.co/sekHuA1pye,"['CovidVaccine', 'VaccineSafety']",Twitter Web App,False
Catholic Medical Association,"Fort Washington, PA","We are a physician led community which upholds the Catholic faith in medicine. We advocate for life in our work, in Congress and at the Supreme Court.",2009-09-17 03:15:37,1971,447,153,False,2020-09-10 18:15:57,Our very own Father Tad Pacholczyk dives into this important and timely topic. #CovidVaccine #covid19 #vaccine… https://t.co/DFBAGdbG5y,"['CovidVaccine', 'covid19', 'vaccine']",Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 18:12:13,"#CovidVaccine 

@ScottGottliebMD speculates that the @US_FDA would be inclined to do a staged roll-out of vaccines… https://t.co/bmY3SlQk0w",['CovidVaccine'],Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 18:02:17,"#COVIDVaccine

Grace Lee -- we need broad federal-local-public private partnerships for all aspects of distribution… https://t.co/aYm8I59K0A",['COVIDVaccine'],Twitter Web App,False
IndiaToday,India,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. We are also on Instagram : https://t.co/qf1v42FMpb",2009-02-02 07:21:54,5361083,241,4426,True,2020-09-10 17:57:26,"The COVAX Advanced Market Commitment has an initial target of $2 billion to buy the vaccines. 

#WHO #CovidVaccine… https://t.co/hNVII9bYkF","['WHO', 'CovidVaccine']",Twitter Web App,False
Dr. Abhinandan R PATIL,India,"International Educator, Cancer Scientist, Dietician, Psychological counselor, and a motivational speaker",2020-08-17 10:57:54,14,10,13,False,2020-09-10 17:54:36,"@Jeewan_Jyoti13 https://t.co/DX4dzpAGAo

Are you going to get Vaccine for corona for this year 2020🤨🧐😕😟… https://t.co/2k8KyVTGGz",,Twitter for Android,False
Dr. Abhinandan R PATIL,India,"International Educator, Cancer Scientist, Dietician, Psychological counselor, and a motivational speaker",2020-08-17 10:57:54,14,10,13,False,2020-09-10 17:54:17,"@_lindseyholmes_ https://t.co/DX4dzpAGAo

Are you going to get Vaccine for corona for this year 2020🤨🧐😕😟… https://t.co/neR4EILXe2",,Twitter for Android,False
Dr. Abhinandan R PATIL,India,"International Educator, Cancer Scientist, Dietician, Psychological counselor, and a motivational speaker",2020-08-17 10:57:54,14,10,13,False,2020-09-10 17:54:00,"@amero3_1416 @EcuavisaInforma https://t.co/DX4dzpAGAo

Are you going to get Vaccine for corona for this year 2020🤨🧐… https://t.co/6AeZPswPuR",,Twitter for Android,False
Dr. Abhinandan R PATIL,India,"International Educator, Cancer Scientist, Dietician, Psychological counselor, and a motivational speaker",2020-08-17 10:57:54,14,10,13,False,2020-09-10 17:53:46,"@stupiddivergent @ahmadmaziad https://t.co/DX4dzpAGAo

Are you going to get Vaccine for corona for this year 2020🤨🧐… https://t.co/6k1P7TNfed",,Twitter for Android,False
Dr. Abhinandan R PATIL,India,"International Educator, Cancer Scientist, Dietician, Psychological counselor, and a motivational speaker",2020-08-17 10:57:54,14,10,13,False,2020-09-10 17:53:37,"@PaulDundigalla @r_bhaduri https://t.co/DX4dzpAGAo

Are you going to get Vaccine for corona for this year 2020🤨🧐😕😟… https://t.co/OwXZxOeWz1",,Twitter for Android,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:52:41,"#COVIDVaccine 

@ScottGottliebMD notes that the @US_FDA has significant legal authorities to require post-approval,… https://t.co/LlTp4Z52k6",['COVIDVaccine'],Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:46:45,"#CovidVaccine 
Grace Lee -- very hard to do planning without specifics regarding vaccine distribution.",['CovidVaccine'],Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:44:47,"#COVIDVaccine

Dr. Carlos del Rio --- cold-chain requirements with freezers able to go to minus 70 degrees or colde… https://t.co/JmkWL1zaAg",['COVIDVaccine'],Twitter Web App,False
UnElect THE GOP,United States,#trumpShitShow Think about YOUR #GOP #congress and #senate and WHO SAID SOMETHING instead of looking away. WE WILL FOLLOW BACK (be patient) *twitter limits us!,2016-06-19 19:46:19,3764,4608,35933,False,2020-09-10 17:43:04,To anyone even thinking about taken the #CovidVaccine when it gets pushed out by #trump TWO WORDS: #thalidomideBabies #DONOTTRUSTtrump,"['CovidVaccine', 'trump', 'thalidomideBabies', 'DONOTTRUSTtrump']",Twitter for iPhone,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:43:01,"#COVIDVaccine 

@HemiTewarson states have had an extension on vaccination plans (November 1 v. October 1).  these p… https://t.co/mOG103uIwM",['COVIDVaccine'],Twitter Web App,False
Matt Shields,,"alaska, antarctica, alabama.. fire/ems.. writer (nicholl semifinalist)",2019-07-12 00:03:27,14,218,386,False,2020-09-10 17:41:23,"EastwoodPharma is now in phase 3 of its attempt at a Covid vaccine..
#CovidVaccine #covid #dirtyharry https://t.co/6HPlLlFt1C","['CovidVaccine', 'covid', 'dirtyharry']",Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:39:03,"#COVIDVaccine

Need to acknowledge history and mistakes with people who have credibility within disadvantaged commu… https://t.co/kRlEeNyAzA",['COVIDVaccine'],Twitter Web App,False
J Oral Med Dent Res.,,Journal of Oral Medicine and Dental Research is a peer reviewed open access journal covering all aspects of dentistry  #dentistry #oralmedicine #dentres,2015-09-09 18:54:35,131,259,63,False,2020-09-10 17:35:58,"Visit https://t.co/TbS6THUWCz

#ThursdayThoughts #dentistry #dental #Dentist #DentalImplants #dentalcare… https://t.co/6QqihevVmS","['ThursdayThoughts', 'dentistry', 'dental', 'Dentist', 'DentalImplants', 'dentalcare']",Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:34:59,"#COVIDVaccine 

@HemiTewarson state and local governments are on the frontlines.  #COVID is an unprecedented event.… https://t.co/PrMS5Yk632","['COVIDVaccine', 'COVID']",Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:31:53,"#CovidVaccine 
Significant disparities exist in some other infectious disease studies.  Inclusion in studies of min… https://t.co/4a8Z29Ophi",['CovidVaccine'],Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:28:27,"#COVIDVaccine @ScottGottliebMD will be moderating Session 2: COVID Vaccine Distribution, Access and Monitoring: https://t.co/UkqTrVAXWw",['COVIDVaccine'],Twitter Web App,False
Dr. Abhinandan R PATIL,India,"International Educator, Cancer Scientist, Dietician, Psychological counselor, and a motivational speaker",2020-08-17 10:57:54,14,10,13,False,2020-09-10 17:25:25,"@murithim24 @ItsMutai https://t.co/DX4dzpAGAo

Are you going to get Vaccine for corona for this year 2020🤨🧐😕😟… https://t.co/I9AmsKHNkx",,Twitter for Android,False
Dr. Abhinandan R PATIL,India,"International Educator, Cancer Scientist, Dietician, Psychological counselor, and a motivational speaker",2020-08-17 10:57:54,14,10,13,False,2020-09-10 17:24:04,"@fifafooz1 https://t.co/DX4dzpAGAo

Are you going to get Vaccine for corona for this year 2020🤨🧐😕😟… https://t.co/18ERzVc5uk",,Twitter for Android,False
Dr. Abhinandan R PATIL,India,"International Educator, Cancer Scientist, Dietician, Psychological counselor, and a motivational speaker",2020-08-17 10:57:54,14,10,13,False,2020-09-10 17:23:04,"https://t.co/DX4dzpAGAo

Are you going to get Vaccine for corona for this year 2020🤨🧐😕😟
#CoronavirusVaccine… https://t.co/dzLJ3G3NYa",['CoronavirusVaccine'],Twitter for Android,False
Jon Moses,"York, England","Dad ⭐️Singer,Actor,Presenter⭐️ Director @stagedoorpa 👉 Insta :-https://t.co/lYgSU6Vn4J 👉 YouTube:-https://t.co/mDfN1x6KhS",2010-06-16 10:39:44,177916,73331,46990,True,2020-09-10 17:22:39,Out of interest does Clause 61 of Magna Carta still apply or The Nuremberg Code still apply #HumanRights #Covid_19… https://t.co/xOj0IMeeYc,"['HumanRights', 'Covid_19']",Twitter for iPhone,False
The Morung Express,Dimapur,"The Morung Express is a people-oriented newspaper based in Nagaland conceived from the Naga people’s historical realities, guided by their voices & experiences.",2011-10-31 05:29:14,6023,47,0,False,2020-09-10 17:20:53,"Serum Institute pauses Covid vax trials in India  
-#AstraZeneca expects COVID vaccine result by year-end if trials… https://t.co/uy8SSd54yc",['AstraZeneca'],LinkedIn,False
Dr. Rajesh Jain MD,Asia,The diabetesasia is the advocate for the people currently living with diabetes Burden & NCDs Risk. Global Diabetes Walk campaign remind us to Prevent diabetes.,2019-04-22 09:13:32,1192,1570,29584,False,2020-09-10 17:20:49,#fitness #fitnessmotivation #FitIndia #FitIndiaMovement #WorldSuicidePreventionDay #WorldUnitedForSSRJustice… https://t.co/6EerGA7jxo,"['fitness', 'fitnessmotivation', 'FitIndia', 'FitIndiaMovement', 'WorldSuicidePreventionDay', 'WorldUnitedForSSRJustice']",Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:17:04,"#CovidVaccine 
Difference in approval standards for manufacturing for EUA and BLA.

Dr. Gruber -- will be looking a… https://t.co/bClBnspWbo",['CovidVaccine'],Twitter Web App,False
Amy Luster,"Santa Monica, CA",Licensed MFT - I help parents who have experienced child-bearing loss. Grateful mom. Passionate Gun Violence Prevention Co-lead Moms Demand Action. She/Her.,2011-01-03 22:18:10,208,756,15765,False,2020-09-10 17:15:05,"Who’s willing to personally administer a test vaccine to the Trump?

Line forms after me. 
#covidvaccine",['covidvaccine'],Twitter for iPhone,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:11:32,"#COVIDVaccine

Dr. Michelle-McMurry Heath -- do not want to turn the worried well into the ""vexed vaccined"" 

Publi… https://t.co/podiveOb2k",['COVIDVaccine'],Twitter Web App,False
Kuldeep Rathore,Dehradun,"Software consultant, writer, love cars, patriotic, Love Moto Gp WWE, #VR46",2012-08-26 10:26:16,63,330,916,False,2020-09-10 17:04:26,"Sad , hope other vaccine test give productive result #COVID19
#CovidVaccine
""India pauses trials of AstraZeneca's C… https://t.co/Yg4vAEPEUS","['COVID19', 'CovidVaccine']",Twitter for Android,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:04:24,"#COVIDVaccine 

Dr. Gruber: Efficacy can be declared on interim endpoints; safety will take a while.  

Trial spons… https://t.co/MYucgOJTrP",['COVIDVaccine'],Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:02:09,"#COVIDVaccine
@califf001 
c-2) Safety endpoints trail --- so dealing with this in face of an EUA is a challenge.

D… https://t.co/z5WZEGMQFj",['COVIDVaccine'],Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 17:02:08,"#CovidVaccine 
@califf001 has a few critical points:
a) Clinical trial system is extremely robust against interfere… https://t.co/oChAQcc1Mt",['CovidVaccine'],Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 16:57:44,"#COVIDVaccine  

Marion Gruber --- significant difference between EUA standards and approval of a biologic license.… https://t.co/tvnnPCgO04",['COVIDVaccine'],Twitter Web App,False
"Lisa Kates, M.D.",Maryland,"Top Cosmetic, Surgical and General Dermatologist - Board Certified - Tweets are not medical advice",2009-08-11 12:33:58,1991,321,974,False,2020-09-10 16:53:42,"Covid-19 vaccine trial participant had serious neurological symptoms, but could be discharged...… https://t.co/4ZUTLJJLZF",,Twitter Web App,False
Hazel Wilson,,Journal Manager @genesispub 👩‍💻Working on #clinical #medical #stemcell #regenerativebiology #research #translationalmedicine,2020-01-30 16:26:04,459,452,114,False,2020-09-10 16:53:28,#Manuscriptsubmission: We cordially invite #youngscientists #researchers #scholars #speakers #delegates to submit y… https://t.co/4dw1B6bl6E,"['Manuscriptsubmission', 'youngscientists', 'researchers', 'scholars', 'speakers', 'delegates']",Twitter for iPhone,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 16:50:29,"#COVIDVaccine Panel 1
Bruce Gellin --- vaccination decision is an above the fold decision for the @US_FDA 

This is… https://t.co/DRKDCfXM6N",['COVIDVaccine'],Twitter Web App,False
ResearchAmerica,"Arlington, VA","The Research!America alliance advocates for science, discovery and innovation to achieve better health for all.",2008-08-07 21:16:39,13043,5307,9524,False,2020-09-10 16:48:07,"Where are we on the #CovidVaccine? Dr. Zerhouni explains that ""We are learning in a very rapid way how to establish… https://t.co/LHhI7sReL2",['CovidVaccine'],Twitter Web App,False
Ximena Hartsock,DC metro area,"Co-founder https://t.co/hxlsUAaYdl, Dr. in Policy, Ex DC Deputy Chief Teaching & Learning, Ex DC Director of Parks. Tech/Advocacy/Leadership. 🇨🇱 Mapuche 🇺🇸",2009-03-24 02:33:57,3811,4267,11119,False,2020-09-10 16:45:23,"""We have 3 phase III trials in various countries. We test in countries where the virus is circulating. We can't pre… https://t.co/6Op8b3QEL8",,Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 16:42:55,"#CovidVaccine 
New vaccines will be used in potentially 100's of millions of people.  This means extensive caution… https://t.co/kAHEicQ7Gp",['CovidVaccine'],Twitter Web App,False
MaskUpAndVoteHimOut,,"“Catastrophically Generous” ~ Seven Rodham Bokke Vehemently anti Trump Proud to be a MoHo. Vehemently anti Trump. oh, did I say that already?",2012-02-23 05:11:39,251,410,67444,False,2020-09-10 16:39:46,"If it was possible to synthesize a single vaccine for a constantly mutating virus, we'd have eradicated the Common… https://t.co/XpteiMlj95",,Twitter for iPad,False
Corporate Compliance Insights,United States,"The Web's premier independent news source for compliance, risk and ethics.",2008-12-09 16:14:13,14946,7417,1546,False,2020-09-10 16:39:39,It's not too soon to talk about whether employers can make COVID vaccinations a requirement in order to return to w… https://t.co/BvEPyPOBAS,,Twitter Web App,False
Shubhra Trivedi,,"$hUbHr@ = Pure and  Bright 
                      Shining 🌠🤗😇 :-)
   I LoVE mYSElF and trust GOD🤗😇
    CEleBrATEs LifE EveRy Sec. 🥳",2020-07-05 20:51:33,32,29,2258,False,2020-09-10 16:39:01,"@WHO @DrTedros It will bring More power to the World to handle the pandemic.

As Developing countries or Developed… https://t.co/lZBVkJWkzv",,Twitter Web App,False
Duke-Margolis,"Durham, NC and Washington, DC","Improving health and the value of health care by developing and implementing evidence-based policy solutions locally, nationally, and globally.",2016-02-01 18:36:31,3138,529,652,False,2020-09-10 16:34:59,"#COVIDVaccine

Manufacturers need to make sure there are plans in place to guarantee adequate enrollment of histori… https://t.co/3xSPrwAJp7",['COVIDVaccine'],Twitter Web App,False
